,ner_id,link,name,orcid,email,affiliation
34,42,https://dl.acm.org/profile/81320494315,Hiroshi Saruwatari,,,"Nagoya-shi, Aichi, Japan;Nara Institute of Science and Technology, 生駒市道7号線, Kitayamato 4-chome, Ikoma, Nara Prefecture 630-0121, Japan;Tokyo University of the Arts, 千住ほんちょう商店街, Senju, Adachi, 120-0034, Japan"
35,44,https://dl.acm.org/profile/99661125144,Triantafyllos Kefalas,,,"Imperial College London, Exhibition Road, London, SW7 2AZ, United Kingdom"
36,45,https://dl.acm.org/profile/81460655034,Yannis Panagakis,,,"Aristotle University of Thessaloniki, Στρατού, Thessaloniki, Greece;Middlesex University, Greyhound Hill, London, NW4 4JP, United Kingdom;Imperial College London, Exhibition Road, London, SW7 2AZ, United Kingdom;Athens, Nomarchía Athínas, Greece"
37,48,https://dl.acm.org/profile/99661147035,Seung bin Kim,,,"South Korea, Seoul, Anam-dong, Anam-ro 145, Korea University Seoul Campus, 02841"
38,49,https://dl.acm.org/profile/99660768377,Sang hoon Lee,,,"South Korea, Seoul, Anam-dong, Anam-ro 145, Korea University Seoul Campus, 02841"
39,50,https://dl.acm.org/profile/99661146920,Ha yeong Choi,,,"South Korea, Seoul, Anam-dong, Anam-ro 145, Korea University Seoul Campus, 02841"
40,51,https://dl.acm.org/profile/81409594301,Seong whan Lee,,,"South Korea, Seoul, Anam-dong, Anam-ro 145, Korea University Seoul Campus, 02841"
41,53,https://dl.acm.org/profile/99659021794,Georgios Paraskevopoulos,,,"Athens, Nomarchía Athínas, Greece;Athens, Nomarchía Athínas, Greece"
42,54,https://dl.acm.org/profile/99661146260,Theodoros Kouzelis,,,
43,55,https://dl.acm.org/profile/99661147750,Georgios Rouvalis,,,
44,56,https://dl.acm.org/profile/81440616283,Athanasios Katsamanis,,,"University of Southern California, Royal Street, Los Angeles, CA 90089, United States of America;Athens, Nomarchía Athínas, Greece;Athena - Research and Innovation Center in Information, Communication and Knowledge Technologies - Athens, Attica, Greece;Athens, Nomarchía Athínas, Greece"
45,57,https://dl.acm.org/profile/81442592520,Vassilis Katsouros,,,"Athens, Nomarchía Athínas, Greece;Athena - Research and Innovation Center in Information, Communication and Knowledge Technologies - Athens, Attica, Greece"
46,58,https://dl.acm.org/profile/81100118805,Alexandros Potamianos,,,"Harvard University, Mason Street, Cambridge, MA 02163, United States of America;Espoo, Helsinki, Finland;Chania, Greece;Athens, Nomarchía Athínas, Greece;Athena - Research and Innovation Center in Information, Communication and Knowledge Technologies - Athens, Attica, Greece;Athens, Nomarchía Athínas, Greece"
47,60,https://dl.acm.org/profile/99660533380,Rui Liu,,,"Singapore;Hohhot, Inner Mongolia, China"
48,61,https://dl.acm.org/profile/99661146663,Yifan Hu,,,"Hohhot, Inner Mongolia, China"
49,62,https://dl.acm.org/profile/99661147794,Haolin Zuo,,,"Hohhot, Inner Mongolia, China"
50,63,https://dl.acm.org/profile/99659196082,Zhaojie Luo,,,"Suita, Ōsaka, Japan"
51,64,https://dl.acm.org/profile/99658670197,Longbiao Wang,,,"300084 China, Tianjin, Nankai District, Nankai, Xuefu, 湖波道, Tianjin University"
52,65,https://dl.acm.org/profile/81472644828,Guanglai Gao,,,"Hohhot, Inner Mongolia, China"
53,67,https://dl.acm.org/profile/99659927721,Desh Raj,,,"Johns Hopkins University - Homewood Campus, 3400 North Charles Street, Baltimore, MD 21218, United States of America"
54,68,https://dl.acm.org/profile/81324493037,Daniel Povey,,,"Thomas St, New York, NY, United States of America;Redmond, Washington, United States of America;Whiting School of Engineering, Tyler Terrace, Baltimore, MD 21211, United States of America;Johns Hopkins University - Homewood Campus, 3400 North Charles Street, Baltimore, MD 21218, United States of America;Beijing, Beijing Shi, China"
55,69,https://dl.acm.org/profile/81100418948,Sanjeev P Khudanpur,,,"Whiting School of Engineering, Tyler Terrace, Baltimore, MD 21211, United States of America;Johns Hopkins University - Homewood Campus, 3400 North Charles Street, Baltimore, MD 21218, United States of America"
56,71,https://dl.acm.org/profile/99660996574,Yuchen Hu,,,"Nanyang Technological University Alumni House, 6 Raffles Boulevard, Singapore 039594, Singapore;Singapore"
57,72,https://dl.acm.org/profile/99661072391,Chen Chen,,,"Nanyang Technological University Alumni House, 6 Raffles Boulevard, Singapore 039594, Singapore;Singapore"
58,73,https://dl.acm.org/profile/99661072112,Qiushi Zhu,,,"230026 China, Anhui, Baohe District, Changqing Subdistrict, Shuiyangjiang Road, University of Science and Technology of China (South Campus)"
59,74,https://dl.acm.org/profile/81322491282,Eng Siong Chng,,,"Singapore;Singapore;Nanyang Technological University Alumni House, 6 Raffles Boulevard, Singapore 039594, Singapore;Singapore"
60,76,https://dl.acm.org/profile/99661148746,Chenxu Hu,,,"100084 China, Beijing, Haidian District, Wudaokou, Shuangqing Road 30, Tsinghua University"
61,77,https://dl.acm.org/profile/99661148404,Jian Cong,,,"Beijing, Beijing Shi, China"
62,78,https://dl.acm.org/profile/99660945886,Jingbei Li,,,"100084 China, Beijing, Haidian District, Wudaokou, Shuangqing Road 30, Tsinghua University"
63,79,https://dl.acm.org/profile/99660941756,Qiao Tian,,,"Beijing, Beijing Shi, China"
64,80,https://dl.acm.org/profile/99660945974,Yuping Wang,,,"Beijing, Beijing Shi, China"
65,82,https://dl.acm.org/profile/99661153499,Saurabh Kataria,,,"Johns Hopkins University - Homewood Campus, 3400 North Charles Street, Baltimore, MD 21218, United States of America"
66,83,https://dl.acm.org/profile/81481643982,Jes s A Villalba,,,"Zaragoza, Aragon, Spain;Johns Hopkins University - Homewood Campus, 3400 North Charles Street, Baltimore, MD 21218, United States of America"
67,84,https://dl.acm.org/profile/99660353833,Laureano Moro Vel zquez,,,"Madrid, Spain;Johns Hopkins University - Homewood Campus, 3400 North Charles Street, Baltimore, MD 21218, United States of America"
68,85,https://dl.acm.org/profile/99659065306,Piotr Elasko,,,"AGH University of Science and Technology, Władysława Reymonta, 30-059 Krakow, Poland;Johns Hopkins University - Homewood Campus, 3400 North Charles Street, Baltimore, MD 21218, United States of America"
69,86,https://dl.acm.org/profile/81440595770,Najim Dehak,,,"Cambridge, Massachusetts, United States of America;Massachusetts Institute of Technology, Massachusetts Avenue, Cambridge, MA 02115, United States of America;MIT Lincoln Laboratory, 244 Wood Street, Lexington, MA 02420, United States of America;Johns Hopkins University - Homewood Campus, 3400 North Charles Street, Baltimore, MD 21218, United States of America"
70,88,https://dl.acm.org/profile/99660020261,Han Zhu,,,"100190 China, Beijing, Haidian District, Zhongguancun, 科院北一街, Institute of Acoustics, Chinese Academy of Sciences"
71,89,https://dl.acm.org/profile/99661147992,Dongji Gao,,,"Johns Hopkins University - Homewood Campus, 3400 North Charles Street, Baltimore, MD 21218, United States of America"
72,90,https://dl.acm.org/profile/99660021492,Gaofeng Cheng,,,"100190 China, Beijing, Haidian District, Zhongguancun, 科院北一街, Institute of Acoustics, Chinese Academy of Sciences"
73,91,https://dl.acm.org/profile/99659477931,Pengyuan Zhang,,,"100101 China, Beijing, Chaoyang District, 林萃东路, University of Chinese Academy of Sciences (Olympic Village Campus);100190 China, Beijing, Haidian District, Zhongguancun, 科院北一街, Institute of Acoustics, Chinese Academy of Sciences;100824 China, Beijing, Yuetan, Sanlihe Road 52, Chinese Academy of Sciences"
74,92,https://dl.acm.org/profile/81332536694,Yonghong Yan,,,"Oregon Health & Science University, Southwest 3rd Avenue, Portland, OR 97258, United States of America;University of Houston, 4800 Calhoun Road, Houston, TX 77004, United States of America;100101 China, Beijing, Chaoyang District, 林萃东路, University of Chinese Academy of Sciences (Olympic Village Campus);100824 China, Beijing, Yuetan, Sanlihe Road 52, Chinese Academy of Sciences;100190 China, Beijing, Haidian District, Zhongguancun, 科院北一街, Institute of Acoustics, Chinese Academy of Sciences"
75,94,https://dl.acm.org/profile/99661146102,Mathias Bach Pedersen,,,"Aalborg University, Halldor Laxness Vej, 9220 Aalborg Øst, Denmark"
76,95,https://dl.acm.org/profile/81100640063,S ren Holdt Jensen,,,"Aalborg University, Halldor Laxness Vej, 9220 Aalborg Øst, Denmark"
77,96,https://dl.acm.org/profile/81323496879,Zhenghua Tan,,,"Aalborg University, Halldor Laxness Vej, 9220 Aalborg Øst, Denmark"
78,97,https://dl.acm.org/profile/81502766961,Jesper Rindom Jensen,,,"Smorum, Egedal Kommune, Denmark;Aalborg University, Halldor Laxness Vej, 9220 Aalborg Øst, Denmark"
79,99,https://dl.acm.org/profile/99661146500,Julius Richter,,,"Universität Hamburg Präsidialverwaltung, Mittelweg 177, 20148 Hamburg, Germany"
80,100,https://dl.acm.org/profile/99661147925,Simon Welker,,,"Universität Hamburg Präsidialverwaltung, Mittelweg 177, 20148 Hamburg, Germany"
81,101,https://dl.acm.org/profile/99661148452,Jean Marie Lemercier,,,"Universität Hamburg Präsidialverwaltung, Mittelweg 177, 20148 Hamburg, Germany"
82,102,https://dl.acm.org/profile/99661146796,Bunlong Lay,,,"Universität Hamburg Präsidialverwaltung, Mittelweg 177, 20148 Hamburg, Germany"
83,103,https://dl.acm.org/profile/99659261293,Timo Gerkmann,https://orcid.org/0000-0002-8678-4699,timo.gerkmann@uni-hamburg.de,"Bochum, North Rhine-Westphalia, Germany;KTH - Royal Institute of Technology (Södertälje), Kvarnbergagatan 12, 151 36 Södertälje, Sweden;Carl von Ossietzky University of Oldenburg, Uhlhornsweg 99, 26129 Oldenburg, Germany;Universität Hamburg Präsidialverwaltung, Mittelweg 177, 20148 Hamburg, Germany"
84,105,https://dl.acm.org/profile/99660638309,Ziqiang Zhang,,,"230026 China, Anhui, Baohe District, Changqing Subdistrict, Shuiyangjiang Road, University of Science and Technology of China (South Campus)"
85,106,https://dl.acm.org/profile/99661017102,Sanyuan Chen,,,"150000 China, Heilongjiang, Harbin, Wenhua, 文道街, Harbin Institute of Technology"
86,107,https://dl.acm.org/profile/99661228961,Long Zhou,,,"Beijing, Beijing Shi, China"
87,108,https://dl.acm.org/profile/99661229972,Yu Wu,,,"Beijing, Beijing Shi, China"
88,109,https://dl.acm.org/profile/99661231788,Shuo Ren,,,"Beijing, Beijing Shi, China"
89,110,https://dl.acm.org/profile/99661022071,Shujie Liu,,,"Beijing, Beijing Shi, China"
90,111,https://dl.acm.org/profile/99661227545,Zhuoyuan Yao,,,"Beijing, Beijing Shi, China"
91,112,https://dl.acm.org/profile/99661230193,Xun Gong,,,"Beijing, Beijing Shi, China"
92,113,https://dl.acm.org/profile/99661226143,Lirong Dai,,,"230026 China, Anhui, Baohe District, Changqing Subdistrict, Shuiyangjiang Road, University of Science and Technology of China (South Campus)"
93,114,https://dl.acm.org/profile/81493656542,Jinyu Li,,,"Atlanta, Georgia, United States of America;Redmond, Washington, United States of America"
94,115,https://dl.acm.org/profile/99661018444,Furu Wei,,,"Beijing, Beijing Shi, China"
95,117,https://dl.acm.org/profile/99660838555,Adrian Herzog,,,"Erlangen, Bavaria, Germany"
96,118,https://dl.acm.org/profile/99659373686,Srikanth Raj Chetupalli,,,"Indian Institute of Science, CV Raman Road, Yeswanthpur, Bengaluru - 560012, Karnataka, India;Erlangen, Bavaria, Germany"
97,119,https://dl.acm.org/profile/81502717153,Emanu l A P Habets,,,"Bar Ilan University/Keren HaYesod, Max and Anna Webb, 5530002 Ramat Gan, Israel;Technion – Israel Institute of Technology, Mallal, 3271319 Haifa, Israel;Imperial College London, Exhibition Road, London, SW7 2AZ, United Kingdom;Erlangen, Bavaria, Germany;Erlangen, Bavaria, Germany;Erlangen, Bavaria, Germany"
98,121,https://dl.acm.org/profile/99659658153,Jindong Wang,,,"100824 China, Beijing, Yuetan, Sanlihe Road 52, Chinese Academy of Sciences;Beijing, Beijing Shi, China;100101 China, Beijing, Chaoyang District, 林萃东路, University of Chinese Academy of Sciences (Olympic Village Campus);Redmond, Washington, United States of America;Beijing, Beijing Shi, China"
99,122,https://dl.acm.org/profile/99660021002,Wenxin Hou,,,"Tokyo Institute of Technology - Ookayama Campus, 中根小通り, Midorigaoka 1-chome, Meguro, 152-0034, Japan;Redmond, Washington, United States of America"
100,124,https://dl.acm.org/profile/99661047267,Yingming Gao,,,"100088 China, Beijing, Haidian District, Bei Taipingzhuang, Xitucheng Road, Beijing University of Posts and Telecommunications"
101,125,https://dl.acm.org/profile/81418599994,Peter Birkholz,,,"Rostock, Mecklenburg-Western Pomerania, Germany;Uniklinik RWTH Aachen, Pauwelsstraße 30, 52074 Aachen, Germany;RWTH Aachen University, Krefelder Straße, 52070 Aachen, Germany;Dresden, Saxony, Germany"
102,126,https://dl.acm.org/profile/99660500867,Ya Li,,,"100088 China, Beijing, Haidian District, Bei Taipingzhuang, Xitucheng Road, Beijing University of Posts and Telecommunications"
103,130,https://ieeexplore.ieee.org/author/37089469481,Hang Chen,https://orcid.org/0000-0002-0904-8946,,"230026 China, Anhui, Baohe District, Changqing Subdistrict, Shuiyangjiang Road, University of Science and Technology of China (South Campus)"
104,131,https://ieeexplore.ieee.org/author/37089778067,Qing Wang,https://orcid.org/0000-0003-3843-3920,,"230026 China, Anhui, Baohe District, Changqing Subdistrict, Shuiyangjiang Road, University of Science and Technology of China (South Campus)"
105,132,https://ieeexplore.ieee.org/author/37649186400,Jun Du,https://orcid.org/0000-0002-2387-0389,,"230026 China, Anhui, Baohe District, Changqing Subdistrict, Shuiyangjiang Road, University of Science and Technology of China (South Campus)"
106,133,https://ieeexplore.ieee.org/author/37268507700,Baocai Yin,https://orcid.org/0000-0002-4164-6647,," Beijing Key Laboratory of Multimedia and Intelligent Software Technology  Beijing University of Technology, Beijing, China"
107,134,https://ieeexplore.ieee.org/author/38546958600,Jia Pan,https://orcid.org/0000-0002-7073-1744,,"Hefei, Anhui Sheng, China"
108,135,https://ieeexplore.ieee.org/author/37280405600,Chin Hui Lee,https://orcid.org/0000-0002-1892-2551,,"Georgia Tech, Snyder Street Northwest, Atlanta, GA 30332, United States of America"
109,137,https://ieeexplore.ieee.org/author/37090051175,Rui Chen Zheng,https://orcid.org/0009-0000-8074-9553,,"230026 China, Anhui, Baohe District, Changqing Subdistrict, Shuiyangjiang Road, University of Science and Technology of China (South Campus)"
110,138,https://ieeexplore.ieee.org/author/37086348873,Yang Ai,https://orcid.org/0000-0001-6668-022X,,"230026 China, Anhui, Baohe District, Changqing Subdistrict, Shuiyangjiang Road, University of Science and Technology of China (South Campus)"
111,139,https://ieeexplore.ieee.org/author/37417702500,Zhen Hua Ling,https://orcid.org/0000-0001-7853-5273,,"230026 China, Anhui, Baohe District, Changqing Subdistrict, Shuiyangjiang Road, University of Science and Technology of China (South Campus)"
112,141,https://ieeexplore.ieee.org/author/37089529237,Xinfa Zhu,https://orcid.org/0000-0001-9275-523X,," Speech and Language Processing Group (ASLP@NPU)  School of Computer Science, Northwestern Polytechnical University, Xian, China"
113,142,https://ieeexplore.ieee.org/author/37088814417,Yi Lei,https://orcid.org/0000-0002-9256-9311,," Speech and Language Processing Group (ASLP@NPU) School of Computer Science  Northwestern Polytechnical University, Xi’an, China"
114,143,https://ieeexplore.ieee.org/author/37088801358,Tao Li,https://orcid.org/0000-0001-5578-3960,," Speech and Language Processing Group (ASLP@NPU)  School of Computer Science, Northwestern Polytechnical University, Xi'an, China"
115,144,https://ieeexplore.ieee.org/author/37089469106,Yongmao Zhang,https://orcid.org/0009-0000-0526-5778,," Speech and Language Processing Group (ASLP@NPU)  School of Computer Science, Northwestern Polytechnical University, Xi'an, China"
116,145,https://ieeexplore.ieee.org/author/37089469471,Hongbin Zhou,https://orcid.org/0009-0005-7569-1197,,"Yinchuan, Ningxia Huizu Zizhiqu, China"
117,146,https://ieeexplore.ieee.org/author/37089470244,Heng Lu,https://orcid.org/0009-0009-9236-8825,,"Shanghai, Shanghai Shi, China"
118,147,https://ieeexplore.ieee.org/author/37288943400,Lei Xie,https://orcid.org/0000-0003-1442-6785,," Speech and Language Processing Group  School of Computer Science, Northwestern Polytechnical University, Xi'an, China"
119,149,https://ieeexplore.ieee.org/author/37089570809,Haohe Liu,https://orcid.org/0000-0003-1036-7888,,"Guildford District, Guildford, Surrey, England, United Kingdom"
120,150,https://ieeexplore.ieee.org/author/37090064213,Yi Yuan,https://orcid.org/0000-0002-6887-0956,,"Guildford District, Guildford, Surrey, England, United Kingdom"
121,151,https://ieeexplore.ieee.org/author/37089031763,Xubo Liu,https://orcid.org/0009-0004-9950-2672,,"Guildford District, Guildford, Surrey, England, United Kingdom"
122,152,https://ieeexplore.ieee.org/author/37089469112,Xinhao Mei,https://orcid.org/0000-0001-6079-5130,,"Guildford District, Guildford, Surrey, England, United Kingdom"
123,153,https://ieeexplore.ieee.org/author/37086034564,Qiuqiang Kong,https://orcid.org/0000-0003-2864-0475,,"China, Hong Kong, Sha Tin District, Ma Liu Shui, Residence Road, The Chinese University of Hong Kong"
124,154,https://ieeexplore.ieee.org/author/37089469040,Qiao Tian,https://orcid.org/0000-0002-4078-1273,,"Shanghai, Shanghai Shi, China"
125,155,https://ieeexplore.ieee.org/author/37089470229,Yuping Wang,,,"Shanghai, Shanghai Shi, China"
126,156,https://ieeexplore.ieee.org/author/37280468500,Wenwu Wang,https://orcid.org/0000-0002-8393-5703,,"Guildford District, Guildford, Surrey, England, United Kingdom"
127,157,https://ieeexplore.ieee.org/author/38517620800,Yuxuan Wang,,,"Beijing, Beijing Shi, China"
128,158,https://ieeexplore.ieee.org/author/37299593000,Mark D. Plumbley,https://orcid.org/0000-0002-9708-1075,,"Guildford District, Guildford, Surrey, England, United Kingdom"
129,160,https://ieeexplore.ieee.org/author/37089471150,Georgios Paraskevopoulos,https://orcid.org/0000-0003-4067-6294,,Greece
130,161,https://ieeexplore.ieee.org/author/37090080662,Theodoros Kouzelis,https://orcid.org/0000-0002-1938-9250,,Greece
131,162,https://ieeexplore.ieee.org/author/37090080719,Georgios Rouvalis,https://orcid.org/0000-0002-4800-1729,,"Marousi, Nomarchía Athínas, Greece"
132,163,https://ieeexplore.ieee.org/author/37395437200,Athanasios Katsamanis,https://orcid.org/0000-0002-2642-2354,,"Marousi, Nomarchía Athínas, Greece"
133,164,https://ieeexplore.ieee.org/author/37394503200,Vassilis Katsouros,https://orcid.org/0000-0002-4185-2344,,"Marousi, Nomarchía Athínas, Greece"
134,165,https://ieeexplore.ieee.org/author/37284799900,Alexandros Potamianos,https://orcid.org/0009-0007-1532-5288,,"National Technical University of Athens, Τοσίτσα, Athens, Greece"
135,167,https://ieeexplore.ieee.org/author/37088799343,Kun Wei,https://orcid.org/0000-0002-1480-9009,," Speech and Language Processing Group  School of Computer Science, Northwestern Polytechnical University, Xi'an, China"
136,168,https://ieeexplore.ieee.org/author/359684397152410,Bei Li,https://orcid.org/0000-0001-7617-9041,,"110819 China, Liaoning, Shenyang City, Nanhu Subdistrict, 汉卿北路 11号, Northeastern University (China)"
137,169,https://ieeexplore.ieee.org/author/37085498409,Hang Lv,https://orcid.org/0000-0003-3761-1684,," Speech and Language Processing Group  School of Computer Science, Northwestern Polytechnical University, Xi'an, China"
138,170,https://ieeexplore.ieee.org/author/37089957497,Quan Lu,,,"213300 China, Jiangsu, Liyang City, 濑阳村, Zengjia Road, Chongqing Soonbest Aluminum (Jiangsu) Co., Ltd."
139,171,https://ieeexplore.ieee.org/author/37089736404,Ning Jiang,https://orcid.org/0000-0003-4549-6372,,"213300 China, Jiangsu, Liyang City, 濑阳村, Zengjia Road, Chongqing Soonbest Aluminum (Jiangsu) Co., Ltd."
140,173,https://ieeexplore.ieee.org/author/37089469233,Ziqiang Zhang,https://orcid.org/0000-0003-0110-1543,,"Beijing, Beijing Shi, China;230026 China, Anhui, Baohe District, Changqing Subdistrict, Shuiyangjiang Road, University of Science and Technology of China (South Campus)"
141,174,https://ieeexplore.ieee.org/author/37088934991,Sanyuan Chen,https://orcid.org/0000-0002-3082-6052,,"Beijing, Beijing Shi, China;150000 China, Heilongjiang, Harbin, Tongda, 汉广街, Harbin Institute of Technology"
142,175,https://ieeexplore.ieee.org/author/37089469873,Long Zhou,https://orcid.org/0009-0006-1919-4943,,"Beijing, Beijing Shi, China"
143,176,https://ieeexplore.ieee.org/author/37088934433,Yu Wu,https://orcid.org/0000-0002-5715-3011,,"Beijing, Beijing Shi, China"
144,177,https://ieeexplore.ieee.org/author/37089470404,Shuo Ren,,,"Beijing, Beijing Shi, China"
145,178,https://ieeexplore.ieee.org/author/37088932194,Shujie Liu,,,"Beijing, Beijing Shi, China"
146,179,https://ieeexplore.ieee.org/author/37088814942,Zhuoyuan Yao,,,"Beijing, Beijing Shi, China"
147,180,https://ieeexplore.ieee.org/author/434938233709870,Xun Gong,,,"Beijing, Beijing Shi, China"
148,181,https://ieeexplore.ieee.org/author/37273869000,Lirong Dai,https://orcid.org/0000-0002-0859-2827,,"230026 China, Anhui, Baohe District, Changqing Subdistrict, Shuiyangjiang Road, University of Science and Technology of China (South Campus)"
149,182,https://ieeexplore.ieee.org/author/37279856000,Jinyu Li,https://orcid.org/0000-0002-1089-9748,,"Redmond, Washington, United States of America"
150,183,https://ieeexplore.ieee.org/author/37085490145,Furu Wei,,,China
151,185,https://ieeexplore.ieee.org/author/37089467456,Seung Bin Kim,https://orcid.org/0000-0002-2287-9111,,"South Korea, Seoul, Anam-dong, Anam-ro 145, Korea University Seoul Campus, 02841"
