ner_id,link,title,doi
8555,https://dl.acm.org/doi/10.1155/2022/7880488,Numerical Study of the Flow of Two Radiative Nanofluids with Marangoni Convection Embedded in Porous Medium,10.1155/2022/7880488
8561,https://dl.acm.org/doi/10.1155/2022/7373631,Effect of Joule Heating and Thermal Radiation of MHD Boundary Layer Oldroyd-B Nanofluid Flow with Heat Transfer over a Porous Stretching Sheet by Finite Element Method,10.1155/2022/7373631
8568,https://dl.acm.org/doi/10.1155/2022/6703086,Analytical Approximate Solution of the Fractional Order Biological Population Model by Using Natural Transform,10.1155/2022/6703086
8573,https://dl.acm.org/doi/10.1155/2022/5286921,Darcy-Forchheimer 3D Flow of Glycerin-Based Carbon Nanotubes on a Riga Plate with Nonlinear Thermal Radiation and Cattaneo-Christov Heat Flux,10.1155/2022/5286921
8578,https://dl.acm.org/doi/10.1155/2022/5198968,Electro-Magnetohydrodynamic Fractional-Order Fluid Flow with New Similarity Transformations,10.1155/2022/5198968
8583,https://dl.acm.org/doi/10.1155/2022/4761989,Cooling a Hot Semiannulus with Constant Heat Flux by Using Fe3O4-Water Nanofluid and a Magnetic Field: Natural Convection Mechanism,10.1155/2022/4761989
8590,https://dl.acm.org/doi/10.1155/2022/2891315,Melting Heat Transition in a Spinning Flow of Silver-Magnesium Oxide/Engine Oil Hybrid Nanofluid Using Parametric Estimation,10.1155/2022/2891315
8596,https://dl.acm.org/doi/10.1155/2022/2738398,Analysis of Natural Convection in Nanofluid Flow through a Channel with Source/Sink Effect,10.1155/2022/2738398
8601,https://dl.acm.org/doi/10.1155/2022/2558419,Impact of Ferromagnetic Nanoparticles Submerged in Chemically Reactive Viscoelastic Fluid Transport Influenced by Double Magnetic Dipole,10.1155/2022/2558419
8605,https://dl.acm.org/doi/10.1155/2022/1854381,Thermal Transport in Radiative Nanofluids by Considering the Influence of Convective Heat Condition,10.1155/2022/1854381
8611,https://dl.acm.org/doi/10.1155/2021/9152972,Numerical Investigation of Chemical Schnakenberg Mathematical Model,10.1155/2021/9152972
8617,https://dl.acm.org/doi/10.1155/2021/3743876,Impact of Ramped Concentration and Temperature on MHD Casson Nanofluid Flow through a Vertical Channel,10.1155/2021/3743876
8618,https://dl.acm.org/doi/10.1016/j.matcom.2019.03.012,"Modeling and analysis of Tuberculosis (TB) in Khyber Pakhtunkhwa, Pakistan",10.1016/j.matcom.2019.03.012
8622,https://dl.acm.org/doi/10.1016/j.amc.2017.03.013,A simple algorithm for exact solutions of systems of linear and nonlinear integro-differential equations,10.1016/j.amc.2017.03.013
8625,https://dl.acm.org/doi/10.1155/2022/7158228,Study on Sintered Wick Heat Pipe (SWHP) with CuO Nanofluids under Different Orientation,10.1155/2022/7158228
8637,https://dl.acm.org/doi/10.1155/2022/6428469,Numerical Study on the Thermal Enhancement of Phase Change Material with the Addition of Nanoparticles and Changing the Orientation of the Enclosure,10.1155/2022/6428469
8644,https://dl.acm.org/doi/10.1155/2022/5531041,Prescribed Thermal Activity in the Radiative Bidirectional Flow of Magnetized Hybrid Nanofluid: Keller-Box Approach,10.1155/2022/5531041
8650,https://dl.acm.org/doi/10.1155/2022/2446972,Analysis of Forced Convection with Hybrid Cu-Al2O3 Nanofluids Injected in a Three-Dimensional Rectangular Channel Containing Three Perpendicular Rotating Blocks with κ−ε Turbulent Modeling,10.1155/2022/2446972
8658,https://dl.acm.org/doi/10.1155/2022/1033216,"Analysis of Spectroscopic, Morphological Characterization and Interaction of Dye Molecules for the Surface Modification of TiB2 Nanoparticles",10.1155/2022/1033216
8668,https://dl.acm.org/doi/10.3233/KES-210056,An adaptive QoS supportive approach for user based services using Krill Herd Approach over Internet of Things (KHAI),10.3233/KES-210056
8671,https://dl.acm.org/doi/10.1080/19393555.2011.579490,TRUCE – An Adaptive Trust Management Algorithm Over MANET for Service-Based Mobile Computing Environments,10.1080/19393555.2011.579490
8673,https://dl.acm.org/doi/10.1155/2023/3657314,Analytical and Neural Network Analysis on Flux-Coated Aluminium Alloy by Activated TIG Welding with Synthesized Nanocomposites,10.1155/2023/3657314
8682,https://dl.acm.org/doi/10.1155/2022/2302131,Study on Properties of Epoxy Composites Modified by Functional Graphite Oxide and Polyurethane,10.1155/2022/2302131
8691,https://dl.acm.org/doi/10.1007/s11227-023-05683-5,Application of Jaya algorithm for solving localization problem in a distributed Wireless Sensor Network,10.1007/s11227-023-05683-5
8693,https://dl.acm.org/doi/10.1007/s11277-023-10601-2,Enhanced Cost and Sub-epoch Based Stable Energy-Efficient Clustering Algorithm for Heterogeneous Wireless Sensor Networks,10.1007/s11277-023-10601-2
8698,https://dl.acm.org/doi/10.1007/s11235-022-00984-1,A localization algorithm using reliable anchor pair selection and Jaya algorithm for wireless sensor networks,10.1007/s11235-022-00984-1
8699,https://dl.acm.org/doi/10.1007/s11227-022-04971-w,An optimized sensor node localization approach for wireless sensor networks using RSSI,10.1007/s11227-022-04971-w
8700,https://dl.acm.org/doi/10.1016/j.eswa.2022.118041,Stacked auto-encoders based visual features for speech/music classification,10.1016/j.eswa.2022.118041
8703,https://dl.acm.org/doi/10.1007/s11042-022-13267-3,Empirical mode decomposition based statistical features for discrimination of speech and low frequency music signal,10.1007/s11042-022-13267-3
8704,https://dl.acm.org/doi/10.1007/s00542-022-05258-z,Design and performance analysis of 4-port trophy shaped MIMO antenna for tri-band applications,10.1007/s00542-022-05258-z
8711,https://dl.acm.org/doi/10.1007/s11277-021-08996-x,Division Algorithm Based Energy-Efficient Routing in Wireless Sensor Networks,10.1007/s11277-021-08996-x
8712,https://dl.acm.org/doi/10.1007/s10772-021-09948-3,Effect of background Indian music on performance of speech recognition models for Hindi databases,10.1007/s10772-021-09948-3
8713,https://dl.acm.org/doi/10.4018/IJOCI.2022010102,A Hybrid Classification Technique for Enhancing the Effectiveness of Intrusion Detection Systems Using Machine Learning,10.4018/IJOCI.2022010102
8716,https://dl.acm.org/doi/10.1007/s11235-020-00679-5,Broadcast and Reliable Coverage based Efficient Recursive Routing in Large-Scale WSNs,10.1007/s11235-020-00679-5
8717,https://dl.acm.org/doi/10.1049/iet-com.2019.1298,Energy‐efficient localisation of sensor nodes in WSNs using single beacon node,10.1049/iet-com.2019.1298
8718,https://dl.acm.org/doi/10.1007/s11277-019-06735-x,An Energy-Efficient Transmission in WSNs for Different Climatic Conditions,10.1007/s11277-019-06735-x
8719,https://dl.acm.org/doi/10.1007/s11277-019-06362-6,Cost and Sub-Epoch Based Stable Energy-Efficient Clustering Algorithm for Heterogeneous Wireless Sensor Networks,10.1007/s11277-019-06362-6
8720,https://dl.acm.org/doi/10.1007/s00542-018-3937-8,"Design, analysis and fabrication of compact dual band uniplanar meandered ACS fed antenna for 2.5/5 GHz applications",10.1007/s00542-018-3937-8
8722,https://dl.acm.org/doi/10.1007/s00542-017-3623-2,Guitar tuner using cepstral analysis and fuzzy controller on arduino board,10.1007/s00542-017-3623-2
8725,https://dl.acm.org/doi/10.1007/s00542-017-3606-3,Uniplanar Y and L shaped ACS fed multiband and wideband compact printed antenna for advanced wireless communication systems,10.1007/s00542-017-3606-3
8727,https://dl.acm.org/doi/10.1007/s00542-017-3565-8,Multi feed multi band uniplanar ACS fed antenna with N shape and inverted L shape radiating branches for wireless applications,10.1007/s00542-017-3565-8
8729,https://dl.acm.org/doi/10.1007/s00542-017-3556-9,A compact uniplanar ACS fed multi band low cost printed antenna for modern 2.4/3.5/5 GHz applications,10.1007/s00542-017-3556-9
8730,https://dl.acm.org/doi/10.1007/s00542-017-3430-9,Design and development of triple band ACS fed antenna with M and rectangular shaped radiating branches for 2.45/5 GHz wireless applications,10.1007/s00542-017-3430-9
8731,https://dl.acm.org/doi/10.1007/s00542-017-3313-0,A novel ACS fed multi band antenna loaded with mirrored S and L shaped strips for advanced portable wireless communication applications,10.1007/s00542-017-3313-0
8732,https://dl.acm.org/doi/10.1007/s11042-022-12528-5,Video compression using MPEG 7-MBBMC: techniques for communication,10.1007/s11042-022-12528-5
8735,https://dl.acm.org/doi/10.1007/BF02666416,"Space charge limited conduction in a-Ge22Se68M10 (M=Cd,In,Pb,Te)",10.1007/BF02666416
8738,https://dl.acm.org/doi/10.1007/s11042-022-12180-z,Implementation of K-multi constraint shortest paths (K-MCSP) for video compression,10.1007/s11042-022-12180-z
8742,https://dl.acm.org/doi/10.1007/s11042-022-12388-z,Performance analysis of hybrid coders in multi-constraints pruned environment,10.1007/s11042-022-12388-z
8743,https://dl.acm.org/doi/10.1007/s11042-023-14996-9,A multi-criteria decision-making tool for the screening of Asperger syndrome,10.1007/s11042-023-14996-9
8749,https://dl.acm.org/doi/10.1007/s00500-023-07831-8,Hybrid model of alternating least squares and root polynomial technique for color correction,10.1007/s00500-023-07831-8
8755,https://dl.acm.org/doi/10.1016/j.compbiomed.2022.106266,Impact of quarantine on fractional order dynamical model of Covid-19,10.1016/j.compbiomed.2022.106266
8761,https://dl.acm.org/doi/10.1007/s00500-022-07590-y,Repulsion-based grey wolf optimizer with improved exploration and exploitation capabilities to localize sensor nodes in 3D wireless sensor network,10.1007/s00500-022-07590-y
8766,https://dl.acm.org/doi/10.1007/s11042-022-13551-2,Image segmentation approach based on adaptive flower pollination algorithm and type II fuzzy entropy,10.1007/s11042-022-13551-2
8767,https://dl.acm.org/doi/10.1007/s11042-022-12922-z,Hybrid arithmetic optimization algorithm with hunger games search for global optimization,10.1007/s11042-022-12922-z
8768,https://dl.acm.org/doi/10.1007/s00500-022-07079-8,Fusion of modern meta-heuristic optimization methods using arithmetic optimization algorithm for global optimization tasks,10.1007/s00500-022-07079-8
8772,https://dl.acm.org/doi/10.1007/s00500-022-06873-8,Hybrid Aquila optimizer with arithmetic optimization algorithm for global optimization tasks,10.1007/s00500-022-06873-8
8773,https://dl.acm.org/doi/10.1016/j.eswa.2021.116146,Performance evaluation of Non-Uniform circular antenna array using integrated harmony search with Differential Evolution based Naked Mole Rat algorithm,10.1016/j.eswa.2021.116146
8778,https://dl.acm.org/doi/10.1016/j.asoc.2021.108004,Multi-population and dynamic-iterative cuckoo search algorithm for linear antenna array synthesis,10.1016/j.asoc.2021.108004
8781,https://dl.acm.org/doi/10.1007/s11042-021-11474-y,Hybrid method to supervise feature selection using signal processing and complex algebra techniques,10.1007/s11042-021-11474-y
8782,https://dl.acm.org/doi/10.1007/s11042-021-10641-5,Image segmentation using multilevel thresholding based on type II fuzzy entropy and marine predators algorithm,10.1007/s11042-021-10641-5
8783,https://dl.acm.org/doi/10.1145/3339311.3339331,Analysis of free space optical system under 4-channel spectrum slicing wavelength division multiplexing (SS-WDM),10.1145/3339311.3339331
8786,https://dl.acm.org/doi/10.1016/j.asoc.2023.111025,An integrated differential evolution algorithm for reconfigurable manufacturing systems,10.1016/j.asoc.2023.111025
8792,https://dl.acm.org/doi/10.1016/j.future.2023.06.009,AccessChain: An access control framework to protect data access in blockchain enabled supply chain,10.1016/j.future.2023.06.009
8795,https://dl.acm.org/doi/10.1016/j.cie.2023.109531,Evaluating supply chain network resilience considering disruption propagation,10.1016/j.cie.2023.109531
8798,https://dl.acm.org/doi/10.1016/j.knosys.2023.110552,An optimized Belief-Rule-Based (BRB) approach to ensure the trustworthiness of interpreted time-series decisions,10.1016/j.knosys.2023.110552
8803,https://dl.acm.org/doi/10.1109/ASONAM55673.2022.10068593,Multi-Objective Influence Maximization under Varying-Size Solutions and Constraints,10.1109/ASONAM55673.2022.10068593
8805,https://dl.acm.org/doi/10.1145/3587100,Robust Influence Maximization Under Both Aleatory and Epistemic Uncertainty,10.1145/3587100
8806,https://dl.acm.org/doi/10.1007/978-3-031-26507-5_5,Developing Supply Chain Risk Management Strategies by Using Counterfactual Explanation,10.1007/978-3-031-26507-5_5
8809,https://dl.acm.org/doi/10.1016/j.cie.2023.109035,A multi-objective Bi-level leader-follower joint optimization for concurrent design of product family and assembly system,10.1016/j.cie.2023.109035
8812,https://dl.acm.org/doi/10.1016/j.procs.2023.01.453,"An Integrated Multi-project Scheduling, Materials Ordering and Suppliers Selection Problem",10.1016/j.procs.2023.01.453
8815,https://dl.acm.org/doi/10.1016/j.eswa.2022.118604,Advanced deep learning approaches to predict supply chain risks under COVID-19 restrictions,10.1016/j.eswa.2022.118604
8817,https://dl.acm.org/doi/10.1016/j.engappai.2022.105596,Interpreting the antecedents of a predicted output by capturing the interdependencies among the system features and their evolution over time,10.1016/j.engappai.2022.105596
8818,https://dl.acm.org/doi/10.1016/j.asoc.2022.109764,Manufacturing project scheduling considering human factors to minimize total cost and carbon footprints,10.1016/j.asoc.2022.109764
8821,https://dl.acm.org/doi/10.1016/j.knosys.2022.109856,An improved clustering based multi-objective evolutionary algorithm for influence maximization under variable-length solutions,10.1016/j.knosys.2022.109856
8822,https://dl.acm.org/doi/10.1016/j.eswa.2022.117711,Intelligent model for contemporary supply chain barriers in manufacturing sectors under the impact of the COVID-19 pandemic,10.1016/j.eswa.2022.117711
8824,https://dl.acm.org/doi/10.1016/j.eswa.2022.117410,RESCOVIDTCNnet: A residual neural network-based framework for COVID-19 detection using TCN and EWT with chest X-ray images,10.1016/j.eswa.2022.117410
8829,https://dl.acm.org/doi/10.1007/s10845-022-01940-1,Switching strategy-based hybrid evolutionary algorithms for job shop scheduling problems,10.1007/s10845-022-01940-1
8831,https://dl.acm.org/doi/10.1016/j.knosys.2022.109190,A self-adaptive hyper-heuristic based multi-objective optimisation approach for integrated supply chain scheduling problems,10.1016/j.knosys.2022.109190
8832,https://dl.acm.org/doi/10.1016/j.cie.2022.108393,Inventory decisions on the transportation system and carbon emissions under COVID-19 effects: A sensitivity analysis,10.1016/j.cie.2022.108393
8838,https://dl.acm.org/doi/10.1007/s00521-022-07203-7,An improved binary sparrow search algorithm for feature selection in data classification,10.1007/s00521-022-07203-7
8842,https://dl.acm.org/doi/10.1016/j.ins.2022.05.078,Poly-linear regression with augmented long short term memory neural network: Predicting time series data,10.1016/j.ins.2022.05.078
8845,https://dl.acm.org/doi/10.1016/j.knosys.2022.108610,Population-based self-adaptive Generalised Masi Entropy for image segmentation: A novel representation,10.1016/j.knosys.2022.108610
8850,https://dl.acm.org/doi/10.1016/j.eswa.2022.116589,Multi-operator immune genetic algorithm for project scheduling with discounted cash flows,10.1016/j.eswa.2022.116589
8851,https://dl.acm.org/doi/10.1016/j.eswa.2021.116446,Energy-efficient project scheduling with supplier selection in manufacturing projects,10.1016/j.eswa.2021.116446
8852,https://dl.acm.org/doi/10.1016/j.asoc.2022.108794,Swarm intelligent based metaheuristics for a bi-objective flexible job shop integrated supply chain scheduling problems,10.1016/j.asoc.2022.108794
8853,https://dl.acm.org/doi/10.1007/978-3-031-02462-7_17,RWS-L-SHADE: An Effective L-SHADE Algorithm Incorporation Roulette Wheel Selection Strategy for Numerical Optimisation,10.1007/978-3-031-02462-7_17
8857,https://dl.acm.org/doi/10.1016/j.eswa.2021.116342,A two-stage VIKOR assisted multi-operator differential evolution approach for Influence Maximization in social networks,10.1016/j.eswa.2021.116342
8858,https://dl.acm.org/doi/10.1016/j.knosys.2021.107587,Explainability in supply chain operational risk management: A systematic literature review,10.1016/j.knosys.2021.107587
8859,https://dl.acm.org/doi/10.3233/JIFS-189750,An MPPT method using hybrid radial movement optimization with teaching-learning based optimization under fluctuating atmospheric conditions,10.3233/JIFS-189750
8867,https://dl.acm.org/doi/10.3233/JIFS-189749,Reactive power compensation for grid by Packed-U-Cell inverter using model predictive control strategy with intelligent multi-objective scheme,10.3233/JIFS-189749
8871,https://dl.acm.org/doi/10.1155/2022/8014979,Diagnosis of Retinal Diseases Based on Bayesian Optimization Deep Learning Network Using Optical Coherence Tomography Images,10.1155/2022/8014979
8879,https://dl.acm.org/doi/10.1155/2022/7839840,RLAS-BIABC: A Reinforcement Learning-Based Answer Selection Using the BERT Model Boosted by an Improved ABC Algorithm,10.1155/2022/7839840
8884,https://dl.acm.org/doi/10.1155/2022/4027667,BDS-3 Broadcast Ephemeris Orbit Correction Model Based on Improved PSO Combined with BP Neural Network,10.1155/2022/4027667
8888,https://dl.acm.org/doi/10.1155/2022/2475460,A Multistrategy-Integrated Learning Sparrow Search Algorithm and Optimization of Engineering Problems,10.1155/2022/2475460
8892,https://dl.acm.org/doi/10.1016/j.cie.2021.107651,Evolutionary algorithm-based convolutional neural network for predicting heart diseases,10.1016/j.cie.2021.107651
8895,https://dl.acm.org/doi/10.23919/ICEMS52562.2021.9634361,"Forecasting very short-term wind power generation using deep learning, optimization and data decomposition techniques",10.23919/ICEMS52562.2021.9634361
8900,https://dl.acm.org/doi/10.1016/j.cie.2021.107469,BSMA: A novel metaheuristic algorithm for multi-dimensional knapsack problems: Method and comprehensive analysis,10.1016/j.cie.2021.107469
8902,https://dl.acm.org/doi/10.1002/int.22470,IEGA: An improved elitism‐based genetic algorithm for task scheduling problem in fog computing,10.1002/int.22470
8903,https://dl.acm.org/doi/10.1016/j.cie.2021.107427,Resource constrained project scheduling and material ordering problem with discounted cash flows,10.1016/j.cie.2021.107427
8904,https://dl.acm.org/doi/10.1016/j.eswa.2021.114699,EA-MSCA: An effective energy-aware multi-objective modified sine-cosine algorithm for real-time task scheduling in multiprocessor systems: Methods and analysis,10.1016/j.eswa.2021.114699
8905,https://dl.acm.org/doi/10.1016/j.eswa.2021.114648,A clustering based Swarm Intelligence optimization technique for the Internet of Medical Things,10.1016/j.eswa.2021.114648
8907,https://dl.acm.org/doi/10.1109/CEC45853.2021.9504970,Quantum-Inspired Differential Evolution for Resource-Constrained Project-Scheduling: Preliminary Study,10.1109/CEC45853.2021.9504970
8910,https://dl.acm.org/doi/10.1109/CEC45853.2021.9504926,An Integrated Differential Evolution-based Heuristic Method for Product Family Design Problem,10.1109/CEC45853.2021.9504926
8911,https://dl.acm.org/doi/10.1016/j.cose.2020.102147,A tree structure-based improved blockchain framework for a secure online bidding system,10.1016/j.cose.2020.102147
8912,https://dl.acm.org/doi/10.1155/2021/6860503,Improved Sparrow Search Algorithm Based on Iterative Local Search,10.1155/2021/6860503
8917,https://dl.acm.org/doi/10.1016/j.procs.2021.08.074,"A Memetic Algorithm for Concurrent Project Scheduling, Materials Ordering and Suppliers Selection Problem",10.1016/j.procs.2021.08.074
8918,https://dl.acm.org/doi/10.1109/CEC48606.2020.9185722,Multi-Operator Differential Evolution Algorithm for Solving Real-World Constrained Optimization Problems,10.1109/CEC48606.2020.9185722
8919,https://dl.acm.org/doi/10.1109/CEC48606.2020.9185577,Improved Multi-operator Differential Evolution Algorithm for Solving Unconstrained Problems,10.1109/CEC48606.2020.9185577
8920,https://dl.acm.org/doi/10.1016/j.cie.2020.106287,Efficient priority rules for project scheduling under dynamic environments: A heuristic approach,10.1016/j.cie.2020.106287
8921,https://dl.acm.org/doi/10.1016/j.cie.2016.12.040,Resource constrained project scheduling with uncertain activity durations,10.1016/j.cie.2016.12.040
8923,https://dl.acm.org/doi/10.1016/j.cie.2015.07.021,A possibilistic environment based particle swarm optimization for aggregate production planning,10.1016/j.cie.2015.07.021
8925,https://dl.acm.org/doi/10.1016/j.eswa.2022.118964,A military fleet mix problem for high-valued defense assets: A simulation-based optimization approach,10.1016/j.eswa.2022.118964
8926,https://dl.acm.org/doi/10.1109/CEC55065.2022.9870320,A Discrete Differential Evolution Algorithm for a Military Fleet Modernization Problem,10.1109/CEC55065.2022.9870320
8927,https://dl.acm.org/doi/10.1109/CEC48606.2020.9185692,Differential Evolution Algorithm for Multiple Inter-dependent Components Traveling Thief Problem,10.1109/CEC48606.2020.9185692
8929,https://dl.acm.org/doi/10.5220/0007940001230130,New Designs of k-means Clustering and Crossover Operator for Solving Traveling Salesman Problems using Evolutionary Algorithms,10.5220/0007940001230130
8930,https://dl.acm.org/doi/10.1016/j.asoc.2019.04.017,A novel differential evolution mapping technique for generic combinatorial optimization problems,10.1016/j.asoc.2019.04.017
8931,https://dl.acm.org/doi/10.1109/CEC.2018.8477916,An Efficient Differential Evolution Algorithm for Solving 0&#x2013;1 Knapsack Problems,10.1109/CEC.2018.8477916
8932,https://dl.acm.org/doi/10.1007/978-3-319-28270-1_18,A Differential Evolution Algorithm for Solving Resource Constrained Project Scheduling Problems,10.1007/978-3-319-28270-1_18
8934,https://dl.acm.org/doi/10.1007/978-981-99-8391-9_35,Generating Collective Motion Behaviour Libraries Using Developmental Evolution,10.1007/978-981-99-8391-9_35
8941,https://dl.acm.org/doi/10.1109/TITS.2023.3285624,Coverage Path Planning With Budget Constraints for Multiple Unmanned Ground Vehicles,10.1109/TITS.2023.3285624
8945,https://dl.acm.org/doi/10.1016/j.inffus.2022.11.001,Multi-gas source localization and mapping by flocking robots,10.1016/j.inffus.2022.11.001
8948,https://dl.acm.org/doi/10.1007/978-3-031-22695-3_53,Reinforcement Learning for Collective Motion Tuning in the Presence of Extrinsic Goals,10.1007/978-3-031-22695-3_53
8949,https://dl.acm.org/doi/10.1007/978-3-030-97546-3_43,Transfer Learning for Autonomous Recognition of Swarm Behaviour in UGVs,10.1007/978-3-030-97546-3_43
8951,https://dl.acm.org/doi/10.1007/978-3-030-97546-3_39,Decentralizing Self-organizing Maps,10.1007/978-3-030-97546-3_39
8952,https://dl.acm.org/doi/10.1002/int.22578,A novel trust architecture integrating differentiated trust and response strategies for a team of agents,10.1002/int.22578
8955,https://dl.acm.org/doi/10.1002/int.22550,Exploiting abstractions for grammar‐based learning of complex multi‐agent behaviours,10.1002/int.22550
8957,https://dl.acm.org/doi/10.1145/3472306.3478337,Task Allocation in Multi-Agent Systems with Grammar-Based Evolution,10.1145/3472306.3478337
8958,https://dl.acm.org/doi/10.1007/978-3-030-64984-5_36,Analysis and Prediction of Player Population Changes in Digital Games During the COVID-19 Pandemic,10.1007/978-3-030-64984-5_36
8960,https://dl.acm.org/doi/10.1007/978-3-030-64984-5_22,Autonomous Recognition of Collective Behaviour in Robot Swarms,10.1007/978-3-030-64984-5_22
8962,https://dl.acm.org/doi/10.1177/1059712319869313,A robust policy bootstrapping algorithm for multi-objective reinforcement learning in non-stationary environments,10.1177/1059712319869313
8965,https://dl.acm.org/doi/10.1145/3383219.3383243,A Better Set of Object-Oriented Design Metrics for Within-Project Defect Prediction,10.1145/3383219.3383243
8968,https://dl.acm.org/doi/10.1007/978-3-030-36708-4_54,A Deep Hierarchical Reinforcement Learner for Aerial Shepherding of Ground Swarms,10.1007/978-3-030-36708-4_54
8972,https://dl.acm.org/doi/10.1109/CIG.2019.8848108,Weekly Seasonal Player Population Patterns in Online Games: A Time Series Clustering Approach,10.1109/CIG.2019.8848108
8974,https://dl.acm.org/doi/10.1109/SMC.2018.00188,Convolution Neural Networks for Person Identification and Verification Using Steady State Visual Evoked Potential,10.1109/SMC.2018.00188
8978,https://dl.acm.org/doi/10.1145/3205455.3205546,Automatic synthesis of swarm behavioural rules from their atomic components,10.1145/3205455.3205546
8979,https://dl.acm.org/doi/10.1007/978-981-99-8391-9_26,Competitive Collaboration for Complex Task Learning in Agent Systems,10.1007/978-981-99-8391-9_26
8980,https://dl.acm.org/doi/10.24963/ijcai.2023/2,Artificial agents inspired by human motivation psychology for teamwork in hazardous environments,10.24963/ijcai.2023/2
8983,https://dl.acm.org/doi/10.1007/978-3-030-64984-5_30,Activity-Independent Person Identification Based on Daily Activities Using Wearable Sensors,10.1007/978-3-030-64984-5_30
8985,https://dl.acm.org/doi/10.1145/3267242.3267245,Wearable sensors for recognizing individuals undertaking daily activities,10.1145/3267242.3267245
8987,https://dl.acm.org/doi/10.1145/3209415.3209449,Impact of Macro-level Regulations on Micro-level (Individual) Use of ICT: A case of mobile services in India,10.1145/3209415.3209449
8990,https://dl.acm.org/doi/10.1109/CEC.2016.7744236,What cost teamwork: Quantifying situational awareness and computational requirements in a proto-team via multi-objective evolution,10.1109/CEC.2016.7744236
8991,https://dl.acm.org/doi/10.1007/s10489-015-0733-3,Evolving lane merge traffic behaviour simulations via a macroscopic objective function and a machine learning system trained through bootstrapped human judgement,10.1007/s10489-015-0733-3
8993,https://dl.acm.org/doi/10.1007/978-3-319-31750-2_14,Computing Hierarchical Summary of the Data Streams,10.1007/978-3-319-31750-2_14
8996,https://dl.acm.org/doi/10.1016/j.peva.2015.06.011,Computing discounted multidimensional hierarchical aggregates using modified Misra Gries algorithm,10.1016/j.peva.2015.06.011
8997,https://dl.acm.org/doi/10.1145/2541016.2541020,Harnessing multi-user design and computation to devise archetypal whole-of-body gestures: a novel framework,10.1145/2541016.2541020
8999,https://dl.acm.org/doi/10.1007/978-3-642-34478-7_17,Frontal cortex neural activities shift cognitive resources away from facial activities in real-time problem solving,10.1007/978-3-642-34478-7_17
9001,https://dl.acm.org/doi/10.1109/TEVC.2010.2051443,Robustness Against the Decision-Maker's Attitude to Risk in Problems With Conflicting Objectives,10.1109/TEVC.2010.2051443
9004,https://dl.acm.org/doi/10.1109/ISCCS.2011.94,Generative Experimentation and Social Simulation: Exploring Gaming for Model Verification and Validation,10.1109/ISCCS.2011.94
9008,https://dl.acm.org/doi/10.1145/1936254.1936256,Modelling interplay in normative social systems: towards a heuristics formalism of agents and networks,10.1145/1936254.1936256
9009,https://dl.acm.org/doi/10.1007/978-3-642-10427-5_26,Memetic Approaches for Optimizing Hidden Markov Models: A Case Study in Time Series Prediction,10.1007/978-3-642-10427-5_26
9010,https://dl.acm.org/doi/10.1109/TSMCB.2008.918570,Characterizing Game Dynamics in Two-Player Strategy Games Using Network Motifs,10.1109/TSMCB.2008.918570
9012,https://dl.acm.org/doi/10.1109/TITS.2008.922877,ATOMS: Air Traffic Operations and Management Simulator,10.1109/TITS.2008.922877
9014,https://dl.acm.org/doi/10.1109/CIG.2007.368079,Information Sharing in the Iterated Prisoner's Dilemma Game,10.1109/CIG.2007.368079
9015,https://dl.acm.org/doi/10.1007/11903697_104,Pareto meta-heuristics for generating safe flight trajectories under weather hazards,10.1007/11903697_104
9016,https://dl.acm.org/doi/10.1145/3131672.3136986,A Machine Learning Approach for Identifying Mosquito Breeding Sites via Drone Images,10.1145/3131672.3136986
9025,https://dl.acm.org/doi/10.1145/3131672.3136982,Resource-Efficient Detection of Elephant Rumbles,10.1145/3131672.3136982
9033,https://dl.acm.org/doi/10.1145/3356250.3361948,A swarm of crop spraying drones solution for optimising safe pesticide usage in arable lands: poster abstract,10.1145/3356250.3361948
9037,https://dl.acm.org/doi/10.1145/3086439.3086442,Identifying Mosquito Breeding Sites via Drone Images,10.1145/3086439.3086442
9038,https://dl.acm.org/doi/10.1007/978-3-030-54997-8_29,Bayesian Verification of Chemical Reaction Networks,10.1007/978-3-030-54997-8_29
9041,https://dl.acm.org/doi/10.1007/978-3-030-30281-8_6,Bayes-Adaptive Planning for Data-Efficient Verification of Uncertain Markov Decision Processes,10.1007/978-3-030-30281-8_6
9042,https://dl.acm.org/doi/10.1007/978-3-030-60327-4_14,ABC(SMC): Simultaneous Inference and Model Checking of Chemical Reaction Networks,10.1007/978-3-030-60327-4_14
9043,https://dl.acm.org/doi/10.1145/3641513.3651398,Fossil 2.0: Formal Certificate Synthesis for the Verification and Control of Dynamical Models,10.1145/3641513.3651398
9046,https://dl.acm.org/doi/10.1145/3641513.3651397,CTL Model Checking of MDPs over Distribution Spaces: Algorithms and Sampling-based Computations,10.1145/3641513.3651397
9049,https://dl.acm.org/doi/10.1007/978-3-031-43835-6_2,Formal Controller Synthesis for Markov Jump Linear Systems with Uncertain Dynamics,10.1007/978-3-031-43835-6_2
9053,https://dl.acm.org/doi/10.1007/978-3-031-43835-6_12,On the Trade-Off Between Efficiency and Precision of Neural Abstraction,10.1007/978-3-031-43835-6_12
9054,https://dl.acm.org/doi/10.1016/j.artint.2023.103949,Certified reinforcement learning with logic guidance,10.1016/j.artint.2023.103949
9057,https://dl.acm.org/doi/10.1016/j.artint.2023.103919,Reasoning about causality in games,10.1016/j.artint.2023.103919
