,Unnamed: 0,id,type,link
335,335.0,336,2,/profile/99658691353
336,336.0,337,2,/profile/81100479406
337,337.0,338,1,/doi/10.1145/3206157.3206166
338,338.0,339,2,/profile/81550025156
339,339.0,340,2,/profile/99659273786
340,340.0,341,2,/profile/99660288427
341,341.0,342,2,/profile/99659274029
342,342.0,343,2,/profile/99659273402
343,343.0,344,2,/profile/99659218486
344,344.0,345,1,/doi/10.1145/2745754.2745771
345,345.0,346,2,/profile/81452596317
346,346.0,347,2,/profile/81100234746
347,347.0,348,2,/profile/81758918657
348,348.0,349,2,/profile/81440612396
349,349.0,350,2,/profile/99658720564
350,350.0,351,1,/doi/10.1145/3297730.3297744
351,351.0,352,2,/profile/99659346311
352,352.0,353,2,/profile/99659346623
353,353.0,354,1,/doi/10.1145/2481244.2481246
354,354.0,355,2,/profile/81367591181
355,355.0,356,2,/profile/81367594869
356,356.0,357,1,/doi/10.1145/2896387.2900335
357,357.0,358,1,/doi/10.1145/2939672.2939736
358,358.0,359,2,/profile/99658706549
359,359.0,360,2,/profile/81100448343
360,360.0,361,2,/profile/99659061329
361,361.0,362,2,/profile/82858874857
362,362.0,363,1,/doi/10.1145/2640087.2644173
363,363.0,364,2,/profile/81435596449
364,364.0,365,2,/profile/99658689164
365,365.0,366,2,/profile/99658688734
366,366.0,367,2,/profile/99658692272
367,367.0,368,1,/doi/10.1145/3416921.3416943
368,368.0,369,1,/doi/10.1145/3510003.3510619
369,369.0,370,2,/profile/99659441629
370,370.0,371,2,/profile/83058835857
371,371.0,372,2,/profile/81100265774
372,372.0,373,2,/profile/81474644365
373,373.0,374,1,/doi/10.1145/3538950.3538951
374,374.0,375,2,/profile/99660526290
375,375.0,376,2,/profile/99659248150
376,376.0,377,2,/profile/99660518706
377,377.0,378,2,/profile/99660525982
378,378.0,379,2,/profile/99660529420
379,379.0,380,1,/doi/10.1145/3424978.3425010
380,380.0,381,2,/profile/99659587819
381,381.0,382,2,/profile/99659317558
382,382.0,383,2,/profile/99659588493
383,383.0,384,1,/doi/10.1145/3345252.3345282
384,384.0,385,2,/profile/81482651376
385,385.0,386,2,/profile/81350605702
386,386.0,387,2,/profile/81100286365
387,387.0,388,2,/profile/81316489671
388,388.0,389,1,/doi/10.1145/3291801.3291813
389,389.0,390,2,/profile/99659342807
390,390.0,391,2,/profile/81452603156
391,391.0,392,1,/doi/10.1145/2812428.2812441
392,392.0,393,2,/profile/99658764827
393,393.0,394,2,/profile/81548022798
394,394.0,395,1,/doi/10.1145/2447481.2447491
395,395.0,396,2,/profile/81555306456
396,396.0,397,2,/profile/81555371856
397,397.0,398,2,/profile/81554802756
398,398.0,399,2,/profile/81555129156
399,399.0,400,2,/profile/81554642056
400,400.0,401,1,/doi/10.1145/3175684.3175687
401,401.0,402,2,/profile/99659257387
402,402.0,403,2,/profile/99659256323
403,403.0,404,2,/profile/81435611476
404,404.0,405,2,/profile/81321492852
405,405.0,406,1,/doi/10.1145/3579654.3579686
406,406.0,407,2,/profile/81490663400
407,407.0,408,2,/profile/99659928737
408,408.0,409,2,/profile/99660749220
409,409.0,410,2,/profile/99660750082
410,410.0,411,1,/doi/10.1145/3183713.3183757
411,411.0,412,2,/profile/83458754857
412,412.0,413,2,/profile/81300212901
413,413.0,414,2,/profile/81100449884
414,414.0,415,2,/profile/81100556821
415,415.0,416,2,/profile/81100062835
416,416.0,417,1,/doi/10.1145/3340017.3340032
417,417.0,418,2,/profile/99658686952
418,418.0,419,2,/profile/99658678919
419,419.0,420,1,/doi/10.1145/2612733.2612762
420,420.0,421,2,/profile/81548022587
421,421.0,422,2,/profile/99658616673
422,422.0,423,1,/doi/10.1145/2609876.2609884
423,423.0,424,2,/profile/99658632076
424,424.0,425,1,/doi/10.1145/2377978.2377984
425,425.0,426,2,/profile/81549490156
426,426.0,427,2,/profile/99659669135
427,427.0,428,2,/profile/81549242456
428,428.0,429,2,/profile/81549147256
429,429.0,430,2,/profile/99659956186
430,430.0,431,1,/doi/10.1145/2609876.2609877
431,431.0,432,2,/profile/99658630689
432,432.0,433,1,/doi/10.1145/2487575.2487588
433,433.0,434,2,/profile/81100001473
434,434.0,435,2,/profile/81549159756
435,435.0,436,2,/profile/81452607023
436,436.0,437,2,/profile/81100184551
437,437.0,438,1,/doi/10.1145/2896825.2896828
438,438.0,439,2,/profile/99658672396
439,439.0,440,2,/profile/81456637025
440,440.0,441,2,/profile/81474658498
441,441.0,442,2,/profile/81409596199
442,442.0,443,2,/profile/99659025306
443,443.0,444,1,/doi/10.1145/3368691.3368717
444,444.0,445,2,/profile/99659319886
445,445.0,446,2,/profile/99659485408
446,446.0,447,2,/profile/99659485747
447,447.0,448,2,/profile/81456637051
448,448.0,449,1,/doi/10.1145/3148055.3148057
449,449.0,450,2,/profile/99659230725
450,450.0,451,2,/profile/99659229396
451,451.0,452,2,/profile/99659231879
452,452.0,453,2,/profile/81508707971
453,453.0,454,1,/doi/10.1145/2345316.2345347
454,454.0,455,2,/profile/81100126513
455,455.0,456,2,/profile/99660242450
456,456.0,457,1,/doi/10.1145/3090354.3090370
457,457.0,458,2,/profile/99659190556
458,458.0,459,2,/profile/81100021893
459,459.0,460,2,/profile/99659190166
460,460.0,461,2,/profile/99659191835
461,461.0,462,1,/doi/10.1145/3379247.3379294
462,462.0,463,2,/profile/99659509058
463,463.0,464,2,/profile/99659509381
464,464.0,465,2,/profile/99659508983
465,465.0,466,2,/profile/99659509154
466,466.0,467,2,/profile/99659508884
467,467.0,468,2,/profile/99659509063
468,468.0,469,2,/profile/99659509025
469,469.0,470,1,/doi/10.1145/3141128.3141149
470,470.0,471,1,/doi/10.1145/3627377.3627394
471,471.0,472,2,/profile/99661073593
472,472.0,473,2,/profile/99661073090
473,473.0,474,1,/doi/10.1145/3085228.3085319
474,474.0,475,2,/profile/99659174422
475,475.0,476,2,/profile/99659173623
476,476.0,477,2,/profile/99659174145
477,477.0,478,1,/doi/10.1145/3404687.3404707
478,478.0,479,2,/profile/99659315986
479,479.0,480,2,/profile/99659564828
480,480.0,481,2,/profile/99659565626
481,481.0,482,1,/doi/10.1145/3579371.3589082
482,482.0,483,2,/profile/99659635905
483,483.0,484,2,/profile/99660944313
484,484.0,485,2,/profile/99661191362
485,485.0,486,2,/profile/99661197616
486,486.0,487,2,/profile/99659471386
487,487.0,488,2,/profile/81556181756
488,488.0,489,2,/profile/81384612420
489,489.0,490,2,/profile/81100473103
490,490.0,491,2,/profile/81100282144
491,491.0,492,1,/doi/10.1145/3503928.3503929
492,492.0,493,2,/profile/99660020972
493,493.0,494,2,/profile/99660021410
494,494.0,495,2,/profile/99660020897
495,495.0,496,1,/doi/10.1145/2890602.2890619
496,496.0,497,2,/profile/81331499616
497,497.0,498,2,/profile/81375607482
498,498.0,499,2,/profile/99659034524
499,499.0,500,1,/doi/10.1145/2331042.2331058
500,500.0,501,2,/profile/81100465553
501,501.0,502,2,/profile/81350584614
502,502.0,503,1,/doi/10.1145/3019612.3019700
503,503.0,504,2,/profile/81313484459
504,504.0,505,2,/profile/81100022721
505,505.0,506,2,/profile/81322495948
506,506.0,507,1,/doi/10.1145/3474944.3474951
507,507.0,508,2,/profile/99659897281
508,508.0,509,2,/profile/99659895721
509,509.0,510,2,/profile/99659896818
510,510.0,511,2,/profile/99659898432
511,511.0,512,2,/profile/81442613884
512,512.0,513,2,/profile/99659898017
513,513.0,514,2,/profile/81100368796
514,514.0,515,1,/doi/10.1145/2660168.2660187
515,515.0,516,2,/profile/81361599140
516,516.0,517,2,/profile/99658683973
517,517.0,518,2,/profile/81339497782
518,518.0,519,2,/profile/81340488045
519,519.0,520,2,/profile/81501653645
520,520.0,521,2,/profile/81100163549
521,521.0,522,2,/profile/81556171256
522,522.0,523,2,/profile/81100441853
523,523.0,524,2,/profile/81100067593
524,524.0,525,2,/profile/81384608247
525,525.0,526,2,/profile/81100509905
526,526.0,527,2,/profile/81371594001
527,527.0,528,2,/profile/99658686686
528,528.0,529,2,/profile/81413605634
529,529.0,530,2,/profile/99658684093
530,530.0,531,1,/doi/10.1145/3474944.3474962
531,531.0,532,2,/profile/99659900747
532,532.0,533,1,/doi/10.1145/2957276.2997027
533,533.0,534,2,/profile/99659020286
534,534.0,535,1,/doi/10.1145/3564665.3564677
535,535.0,536,2,/profile/99660650261
536,536.0,537,1,/doi/10.1145/3444757.3485106
537,537.0,538,2,/profile/99659909188
538,538.0,539,2,/profile/81538360356
539,539.0,540,2,/profile/99659908695
540,540.0,541,2,/profile/81444608280
541,541.0,542,2,/profile/81100493508
542,542.0,543,2,/profile/81479661172
543,543.0,544,2,/profile/81321497471
544,544.0,545,1,/doi/10.1145/3274250.3275113
545,545.0,546,2,/profile/99659319759
546,546.0,547,2,/profile/99659321403
547,547.0,548,1,/doi/10.1145/3220199.3220220
548,548.0,549,2,/profile/99659287101
549,549.0,550,2,/profile/81100344538
550,550.0,551,2,/profile/99659286498
551,551.0,552,1,/doi/10.1145/2676536.2676538
552,552.0,553,2,/profile/99659400298
553,553.0,554,2,/profile/83358784557
554,554.0,555,2,/profile/81470651383
555,555.0,556,2,/profile/81100213103
556,556.0,557,1,/doi/10.1145/3481646.3481649
557,557.0,558,2,/profile/99659915065
558,558.0,559,2,/profile/99659915143
559,559.0,560,1,/doi/10.1145/2699414
560,560.0,561,2,/profile/81100321949
561,561.0,562,2,/profile/81100368092
562,562.0,563,1,/doi/10.1145/2745754.2745782
563,563.0,564,2,/profile/81339507945
564,564.0,565,1,/doi/10.1145/3578339.3578345
565,565.0,566,2,/profile/99660754374
566,566.0,567,2,/profile/99660750410
567,567.0,568,2,/profile/99660753253
568,568.0,569,2,/profile/99660752220
569,569.0,570,2,/profile/99660754276
570,570.0,571,1,/doi/10.1145/3438872.3439086
571,571.0,572,2,/profile/99659666274
572,572.0,573,2,/profile/99659668000
573,573.0,574,2,/profile/99659665736
574,574.0,575,1,/doi/10.1145/2247596.2247598
575,575.0,576,2,/profile/81100597598
576,576.0,577,2,/profile/81100229036
577,577.0,578,2,/profile/81375609220
578,578.0,579,1,/doi/10.1145/3437075.3437078
579,579.0,580,2,/profile/99659670014
580,580.0,581,2,/profile/99659669625
581,581.0,582,2,/profile/99659670065
582,582.0,583,1,/doi/10.1145/3404555.3404630
583,583.0,584,2,/profile/81351600973
584,584.0,585,2,/profile/99659573491
585,585.0,586,2,/profile/99659580527
586,586.0,587,2,/profile/99659573669
587,587.0,588,2,/profile/99659574874
588,588.0,589,1,/doi/10.1145/3507524.3507534
589,589.0,590,2,/profile/99660021411
590,590.0,591,2,/profile/99660021328
591,591.0,592,2,/profile/99660020362
592,592.0,593,1,/doi/10.1145/3322134.3322137
593,593.0,594,2,/profile/99659370052
594,594.0,595,1,/doi/10.1145/2837060.2837112
595,595.0,596,2,/profile/99659083871
596,596.0,597,2,/profile/81550850556
597,597.0,598,2,/profile/81472643856
598,598.0,599,2,/profile/81384614789
599,599.0,600,1,/doi/10.1145/2839509.2844651
600,600.0,601,2,/profile/81392617207
601,601.0,602,1,/doi/10.1145/3127942.3127961
602,602.0,603,2,/profile/81100269326
603,603.0,604,2,/profile/99658967453
604,604.0,605,2,/profile/81100148576
605,605.0,606,1,/doi/10.1145/3264560.3266429
606,606.0,607,1,/doi/10.1145/3006299.3006311
607,607.0,608,2,/profile/99659092815
608,608.0,609,2,/profile/99659093269
609,609.0,610,2,/profile/81100648020
610,610.0,611,2,/profile/99659092202
611,611.0,612,1,/doi/10.1145/2345316.2345328
612,612.0,613,2,/profile/81464666609
613,613.0,614,1,/doi/10.1145/2538862.2538877
614,614.0,615,2,/profile/81548005495
615,615.0,616,2,/profile/81100128298
616,616.0,617,2,/profile/81548005496
617,617.0,618,2,/profile/81548005497
618,618.0,619,1,/doi/10.1145/3323878.3325802
619,619.0,620,2,/profile/83458971957
620,620.0,621,2,/profile/99659374282
621,621.0,622,2,/profile/99659063670
622,622.0,623,2,/profile/81482659837
623,623.0,624,2,/profile/81508688489
624,624.0,625,1,/doi/10.1145/3010089.3016031
625,625.0,626,2,/profile/81479641363
626,626.0,627,1,/doi/10.1145/2479724.2479764
627,627.0,628,2,/profile/81100009957
628,628.0,629,2,/profile/81436602064
629,629.0,630,1,/doi/10.1145/2379436.2379440
630,630.0,631,2,/profile/81435604403
631,631.0,632,2,/profile/82458672657
632,632.0,633,2,/profile/81490656440
633,633.0,634,1,/doi/10.1145/2331042.2331057
634,634.0,635,1,/doi/10.1145/2693561.2693563
635,635.0,636,2,/profile/81758695357
636,636.0,637,2,/profile/81100371712
637,637.0,638,1,/doi/10.1145/3419604.3419803
638,638.0,639,2,/profile/99659651461
639,639.0,640,2,/profile/99659635631
640,640.0,641,2,/profile/87358874757
641,641.0,642,2,/profile/99659350295
642,642.0,643,1,/doi/10.1145/2588555.2610512
643,643.0,644,2,/profile/81490642386
644,644.0,645,2,/profile/81300133501
645,645.0,646,2,/profile/81501680798
646,646.0,647,2,/profile/81100261108
647,647.0,648,2,/profile/81100273472
648,648.0,649,1,/doi/10.1145/3423603.3424056
649,649.0,650,2,/profile/99659656637
650,650.0,651,2,/profile/99659657685
651,651.0,652,2,/profile/99659658539
652,652.0,653,2,/profile/99658695857
653,653.0,654,1,/doi/10.1145/3090354.3090363
654,654.0,655,2,/profile/99659191696
655,655.0,656,2,/profile/81100263071
656,656.0,657,1,/doi/10.1145/3264560.3264572
657,657.0,658,2,/author/Fathi%2C+F
658,658.0,659,2,/author/Abghour%2C+N
659,659.0,660,2,/author/Ouzzif%2C+M
660,660.0,661,1,/doi/10.1145/3141128.3141138
661,661.0,662,2,/profile/99659235270
662,662.0,663,2,/profile/81461656666
